dataset,method,ir,seed,classifier,auprc,auroc,f1,balanced_acc,n_removed_maj,n_removed_min,ir_before,ir_after,n_train_before_maj,n_train_before_min,n_train_after_maj,n_train_after_min
S2,GMR-Symmetric,20,456,KNN,1.0,1.0,0.8750000000000001,0.8888888888888888,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Symmetric,20,456,RF,1.0000000000000002,1.0,1.0,1.0,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Symmetric,20,456,LR,0.27412373173958604,0.34543454345434543,0.0,0.5,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Symmetric,20,456,DT,1.0,1.0,1.0,1.0,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Symmetric,20,789,KNN,0.8979797979797979,0.9444444444444444,0.9411764705882353,0.9444444444444444,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Symmetric,20,789,RF,1.0,1.0,1.0,1.0,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Symmetric,20,789,LR,0.6031342840166369,0.7051705170517052,0.0,0.5,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Symmetric,20,789,DT,1.0,1.0,1.0,1.0,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Symmetric,50,0,KNN,0.5192307692307693,0.75,0.0,0.5,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,0,RF,1.0,1.0,1.0,1.0,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,0,LR,0.526264367816092,0.685,0.0,0.5,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,0,DT,0.5192307692307693,0.75,0.6666666666666666,0.75,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,0,XGB,0.7430555555555556,0.9624999999999999,0.6666666666666666,0.75,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,42,KNN,0.7596153846153846,0.875,0.0,0.5,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,42,RF,1.0,1.0,0.8571428571428571,0.875,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,42,LR,0.2743596245806071,0.3375,0.0,0.5,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,42,DT,0.7596153846153846,0.875,0.8571428571428571,0.875,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,42,XGB,0.8303571428571428,0.99,0.6666666666666666,0.75,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,123,KNN,1.0,1.0,0.4,0.625,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,123,RF,1.0,1.0,1.0,1.0,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,123,LR,0.5192307692307693,0.5625,0.0,0.5,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,123,DT,1.0,1.0,1.0,1.0,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,456,KNN,0.7596153846153846,0.875,0.4,0.625,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,456,RF,1.0,1.0,1.0,1.0,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,456,LR,0.7596153846153846,0.75,0.0,0.5,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,456,DT,1.0,1.0,1.0,1.0,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,789,KNN,0.7596153846153846,0.875,0.4,0.625,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,789,RF,1.0,1.0,1.0,1.0,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,789,LR,0.5235310370233929,0.6425000000000001,0.0,0.5,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,50,789,DT,1.0,1.0,1.0,1.0,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Symmetric,100,0,KNN,1.0,1.0,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,0,RF,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,0,LR,0.5098039215686274,0.5,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,0,DT,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,42,KNN,0.0196078431372549,0.5,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,42,RF,0.5098039215686274,0.745,0.6666666666666666,0.75,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,42,LR,0.014854426619132503,0.010000000000000009,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,42,DT,0.5098039215686274,0.75,0.6666666666666666,0.75,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,42,XGB,0.31666666666666665,0.9374999999999999,0.0,0.495,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,123,KNN,0.5098039215686274,0.75,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,123,RF,1.0,1.0,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,123,LR,0.022399203583872575,0.36,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,123,DT,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,456,KNN,0.5098039215686274,0.75,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,456,RF,1.0,1.0,0.6666666666666666,0.75,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,456,LR,0.5098039215686274,0.5,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,456,DT,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,789,KNN,0.5098039215686274,0.75,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,789,RF,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,789,LR,0.5098039215686274,0.5,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Symmetric,100,789,DT,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,10,0,KNN,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,0,RF,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,0,LR,0.48074709354832446,0.5433333333333333,0.0,0.5,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,0,DT,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,42,KNN,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,42,RF,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,42,LR,0.5341287362486888,0.663888888888889,0.0,0.5,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,42,DT,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,123,KNN,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,123,RF,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,123,LR,0.344263019985826,0.4344444444444444,0.0,0.5,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,123,DT,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,456,KNN,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,456,RF,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,456,LR,0.38520426953775044,0.5222222222222223,0.0,0.5,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,456,DT,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,789,KNN,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,789,RF,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,789,LR,0.39514060322252065,0.49166666666666664,0.0,0.5,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,10,789,DT,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S2,GMR-Full,20,0,KNN,1.0,1.0,1.0,1.0,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Full,20,0,RF,1.0,1.0,1.0,1.0,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Full,20,0,LR,0.31708673318569863,0.48514851485148514,0.0,0.5,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Full,20,0,DT,1.0,1.0,1.0,1.0,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Full,20,42,KNN,1.0,1.0,1.0,1.0,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S2,GMR-Full,20,42,RF,1.0000000000000002,1.0,1.0,1.0,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S2,GMR-Full,20,42,LR,0.5157376174672548,0.6622662266226622,0.0,0.5,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S2,GMR-Full,20,42,DT,1.0,1.0,1.0,1.0,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S2,GMR-Full,20,123,KNN,1.0,1.0,0.8750000000000001,0.8888888888888888,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Full,20,123,RF,1.0,1.0,1.0,1.0,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Full,20,123,LR,0.18899211008919192,0.44884488448844884,0.0,0.5,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Full,20,123,DT,0.9,0.995049504950495,0.9473684210526316,0.995049504950495,0,3,10.499999999972369,11.399999999967427,399,38,399,35
S2,GMR-Full,20,456,KNN,1.0,1.0,0.8750000000000001,0.8888888888888888,0,1,10.499999999972369,10.783783783754638,399,38,399,37
S2,GMR-Full,20,456,RF,1.0,1.0,1.0,1.0,0,1,10.499999999972369,10.783783783754638,399,38,399,37
S2,GMR-Full,20,456,LR,0.27365360659245835,0.34213421342134215,0.0,0.5,0,1,10.499999999972369,10.783783783754638,399,38,399,37
S2,GMR-Full,20,456,DT,0.897979797979798,0.9444444444444444,0.9411764705882353,0.9444444444444444,0,1,10.499999999972369,10.783783783754638,399,38,399,37
S2,GMR-Full,20,789,KNN,0.8979797979797979,0.9444444444444444,0.9411764705882353,0.9444444444444444,0,2,10.499999999972369,11.083333333302546,399,38,399,36
S2,GMR-Full,20,789,RF,1.0,1.0,1.0,1.0,0,2,10.499999999972369,11.083333333302546,399,38,399,36
S2,GMR-Full,20,789,LR,0.467753344179624,0.6743674367436745,0.0,0.5,0,2,10.499999999972369,11.083333333302546,399,38,399,36
S2,GMR-Full,20,789,DT,1.0,1.0,1.0,1.0,0,2,10.499999999972369,11.083333333302546,399,38,399,36
S2,GMR-Full,50,0,KNN,0.5192307692307693,0.75,0.0,0.5,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,0,RF,1.0,1.0,1.0,1.0,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,0,LR,0.526264367816092,0.685,0.0,0.5,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,0,DT,0.5192307692307693,0.75,0.6666666666666666,0.75,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,42,KNN,0.7596153846153846,0.875,0.0,0.5,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,42,RF,1.0,1.0,0.8571428571428571,0.875,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,42,LR,0.2743596245806071,0.3375,0.0,0.5,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,42,DT,0.7596153846153846,0.875,0.8571428571428571,0.875,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,123,KNN,1.0,1.0,0.4,0.625,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,123,RF,1.0,1.0,1.0,1.0,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,123,LR,0.5192307692307693,0.5625,0.0,0.5,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,123,DT,1.0,1.0,1.0,1.0,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,456,KNN,0.7596153846153846,0.875,0.4,0.625,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,456,RF,1.0,1.0,1.0,1.0,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,456,LR,0.7596153846153846,0.75,0.0,0.5,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,456,DT,1.0,1.0,1.0,1.0,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,789,KNN,0.7596153846153846,0.875,0.4,0.625,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,789,RF,1.0,1.0,1.0,1.0,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,789,LR,0.5235310370233929,0.6425000000000001,0.0,0.5,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,50,789,DT,1.0,1.0,1.0,1.0,0,1,26.66666666648889,28.57142857122449,400,15,400,14
S2,GMR-Full,100,0,KNN,1.0,1.0,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,0,RF,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,0,LR,0.5098039215686274,0.5,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,0,DT,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,42,KNN,0.0196078431372549,0.5,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,42,RF,0.5098039215686274,0.745,0.6666666666666666,0.75,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,42,LR,0.014854426619132503,0.010000000000000009,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,42,DT,0.5098039215686274,0.75,0.6666666666666666,0.75,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,123,KNN,0.5098039215686274,0.75,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,123,RF,1.0,1.0,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,123,LR,0.022399203583872575,0.36,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,123,DT,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,123,XGB,0.6,0.9700000000000001,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,456,KNN,0.5098039215686274,0.75,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,456,RF,1.0,1.0,0.6666666666666666,0.75,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,456,LR,0.5098039215686274,0.5,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,456,DT,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,789,KNN,0.5098039215686274,0.75,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,789,RF,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,789,LR,0.5098039215686274,0.5,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S2,GMR-Full,100,789,DT,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,10,0,KNN,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,0,RF,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,0,LR,0.9644344494419459,0.9905555555555555,0.8888888888888888,0.9344444444444444,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,0,DT,0.9473684210526315,0.995,0.972972972972973,0.995,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,42,KNN,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,42,RF,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,42,LR,0.8745978771913174,0.9733333333333334,0.6451612903225806,0.7627777777777778,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,42,DT,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,123,KNN,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,123,RF,1.0,1.0,0.9411764705882353,0.9444444444444444,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,123,LR,0.8540037186259839,0.9533333333333334,0.6896551724137931,0.7727777777777778,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,123,DT,0.8535504597319152,0.9394444444444444,0.9142857142857143,0.9394444444444444,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,456,KNN,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,456,RF,0.9920634920634921,0.9988888888888889,0.9411764705882353,0.9444444444444444,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,456,LR,0.7800850678675757,0.9261111111111111,0.6666666666666667,0.7677777777777778,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,456,DT,0.9058380414312617,0.9444444444444444,0.9411764705882353,0.9444444444444444,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,456,XGB,1.0,1.0,0.9411764705882353,0.9444444444444444,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,789,KNN,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,789,RF,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,789,LR,0.9360045412676994,0.9844444444444445,0.7777777777777778,0.8688888888888888,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,10,789,DT,1.0,1.0,1.0,1.0,0,0,5.55555555554784,5.55555555554784,400,72,400,72
S3,None,20,0,KNN,1.0,1.0,1.0,1.0,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,0,RF,0.9291747888239116,0.9922992299229924,0.8750000000000001,0.8888888888888888,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,0,LR,0.8043503322224319,0.9592959295929593,0.7142857142857143,0.7777777777777778,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,0,DT,0.795959595959596,0.8888888888888888,0.8750000000000001,0.8888888888888888,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,42,KNN,1.0,1.0,1.0,1.0,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,42,RF,1.0,1.0,1.0,1.0,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,42,LR,0.7186714520047854,0.9570957095709571,0.5714285714285714,0.7172717271727173,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,42,DT,1.0,1.0,1.0,1.0,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,123,KNN,1.0,1.0,0.9411764705882353,0.9444444444444444,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,123,RF,0.8757575757575757,0.9378437843784379,0.8,0.8333333333333333,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,123,LR,0.7422775716893364,0.946094609460946,0.6153846153846153,0.7222222222222222,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,123,DT,0.5987012987012986,0.8283828382838283,0.75,0.8283828382838283,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,456,KNN,1.0,1.0,1.0,1.0,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,456,RF,1.0000000000000002,1.0,0.9411764705882353,0.9444444444444444,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,456,LR,0.7483380816714151,0.9482948294829483,0.6666666666666667,0.7728272827282728,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,456,DT,0.9,0.995049504950495,0.9473684210526316,0.995049504950495,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,789,KNN,1.0,1.0,1.0,1.0,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,789,RF,0.9595959595959596,0.9955995599559957,0.8750000000000001,0.8888888888888888,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,789,LR,0.8317408317408319,0.9416941694169416,0.8,0.8333333333333333,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,20,789,DT,0.5272727272727272,0.8234323432343233,0.7058823529411765,0.8234323432343233,0,0,10.499999999972369,10.499999999972369,399,38,399,38
S3,None,50,0,KNN,1.0,1.0,0.6666666666666666,0.75,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,0,RF,0.9166666666666666,0.99625,0.75,0.87,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,0,LR,0.8333333333333333,0.98,0.4,0.625,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,0,DT,0.7596153846153846,0.875,0.8571428571428571,0.875,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,42,KNN,1.0,1.0,0.8571428571428571,0.875,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,42,RF,0.5192307692307692,0.7374999999999999,0.6666666666666666,0.75,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,42,LR,0.43392857142857144,0.9275,0.4,0.625,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,42,DT,0.5192307692307693,0.75,0.6666666666666666,0.75,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,123,KNN,1.0,1.0,1.0,1.0,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,123,RF,1.0,1.0,1.0,1.0,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,123,LR,1.0,1.0,1.0,1.0,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,123,DT,1.0,1.0,1.0,1.0,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,456,KNN,1.0,1.0,1.0,1.0,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,456,RF,1.0,1.0,0.8571428571428571,0.875,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,456,LR,0.8541666666666666,0.9924999999999999,0.6666666666666666,0.75,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,456,DT,1.0,1.0,1.0,1.0,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,789,KNN,1.0,1.0,1.0,1.0,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,789,RF,1.0,1.0,1.0,1.0,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,789,LR,1.0,1.0,0.8571428571428571,0.875,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,50,789,DT,1.0,1.0,1.0,1.0,0,0,26.66666666648889,26.66666666648889,400,15,400,15
S3,None,100,0,KNN,1.0,1.0,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,0,RF,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,0,LR,0.8333333333333333,0.995,0.6666666666666666,0.75,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,0,DT,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,42,KNN,1.0,1.0,0.0,0.5,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,42,RF,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,42,LR,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,42,DT,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,123,KNN,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,123,RF,0.7,0.99,0.6666666666666666,0.75,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,123,LR,0.6428571428571428,0.975,0.6666666666666666,0.75,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,123,DT,0.5098039215686274,0.75,0.6666666666666666,0.75,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,456,KNN,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,456,RF,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,456,LR,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,456,DT,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,789,KNN,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,789,RF,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,789,LR,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,None,100,789,DT,1.0,1.0,1.0,1.0,0,0,49.999999999375,49.999999999375,400,8,400,8
S3,SMOTE,10,0,KNN,1.0,1.0,1.0,1.0,0,-328,5.55555555554784,0.99999999999975,400,72,400,400
